attorney_id,full_name,bar_number,state,status,years_experience,practice_areas,firm_size,location,law_school_tier,admission_date
ATT-001815,Mary Brown,OH365455,OH,Active,9,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, OH",T50,2016-06-23
ATT-001816,Elizabeth Johnson,FL772807,FL,Active,32,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, FL",Regional,1993-06-29
ATT-001817,John Miller,MI928908,MI,Active,3,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, MI",T50,2022-06-22
ATT-001818,Elizabeth Lopez,NY121467,NY,Active,17,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, NY",Regional,2008-06-25
ATT-001819,Joseph Johnson,IL811291,IL,Active,5,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Chicago, IL",T14,2020-06-22
ATT-001820,Linda Miller,IL100084,IL,Active,32,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, IL",Regional,1993-06-29
ATT-001821,Elizabeth Davis,NY738030,NY,Active,27,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",Regional,1998-06-28
ATT-001822,Michael Wilson,GA596752,GA,Inactive,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, GA",Regional,1995-06-29
ATT-001823,Richard Hernandez,NY383387,NY,Active,27,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, NY",Regional,1998-06-28
ATT-001824,Patricia Rodriguez,TX378134,TX,Active,7,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, TX",Regional,2018-06-23
ATT-001825,Richard Hernandez,IL907546,IL,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, IL",Regional,2012-06-24
ATT-001826,William Davis,TX999218,TX,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, TX",Regional,2000-06-27
ATT-001827,Elizabeth Martinez,PA192901,PA,Active,36,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Houston, PA",T50,1989-06-30
ATT-001828,David Williams,IL131320,IL,Active,28,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, IL",T14,1997-06-28
ATT-001829,Elizabeth Smith,PA117720,PA,Active,28,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, PA",Regional,1997-06-28
ATT-001830,William Martinez,PA359614,PA,Active,34,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, PA",Regional,1991-06-30
ATT-001831,William Thomas,IL305747,IL,Active,5,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, IL",Regional,2020-06-22
ATT-001832,Michael Rodriguez,OH566357,OH,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, OH",T50,2019-06-23
ATT-001833,Susan Smith,GA969520,GA,Active,11,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Chicago, GA",T50,2014-06-24
ATT-001834,Patricia Williams,MI463685,MI,Active,20,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Los Angeles, MI",T50,2005-06-26
ATT-001835,Jennifer Wilson,NC576602,NC,Inactive,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, NC",Regional,1995-06-29
ATT-001836,Richard Brown,FL188763,FL,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, FL",Regional,2019-06-23
ATT-001837,William Garcia,IL109044,IL,Inactive,36,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, IL",T50,1989-06-30
ATT-001838,Susan Martinez,NC502092,NC,Active,24,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, NC",Regional,2001-06-27
ATT-001839,Barbara Thomas,TX940971,TX,Active,16,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, TX",Regional,2009-06-25
ATT-001840,Jennifer Anderson,FL530592,FL,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Los Angeles, FL",Regional,1996-06-28
ATT-001841,Jennifer Hernandez,NC840728,NC,Active,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, NC",Regional,2007-06-26
ATT-001842,Mary Rodriguez,MI409084,MI,Inactive,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, MI",T14,1986-07-01
ATT-001843,Michael Brown,PA463372,PA,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, PA",Regional,1996-06-28
ATT-001844,Jennifer Johnson,OH295482,OH,Active,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, OH",Regional,1986-07-01
ATT-001845,William Lopez,PA574179,PA,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, PA",Regional,2000-06-27
ATT-001846,James Thomas,IL881407,IL,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Phoenix, IL",Regional,2019-06-23
ATT-001847,Barbara Williams,CA757046,CA,Active,1,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, CA",T14,2024-06-21
ATT-001848,Mary Brown,OH629232,OH,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, OH",T50,2002-06-27
ATT-001849,Barbara Williams,FL217383,FL,Active,28,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, FL",T50,1997-06-28
ATT-001850,Elizabeth Rodriguez,CA361297,CA,Inactive,10,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, CA",Regional,2015-06-24
ATT-001851,Susan Hernandez,TX721251,TX,Active,35,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, TX",Regional,1990-06-30
ATT-001852,Jessica Johnson,OH986394,OH,Active,20,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Los Angeles, OH",Regional,2005-06-26
ATT-001853,David Gonzalez,FL418217,FL,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"New York, FL",Regional,1996-06-28
ATT-001854,Robert Garcia,GA109591,GA,Active,5,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, GA",Regional,2020-06-22
ATT-001855,Patricia Brown,GA133304,GA,Active,32,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, GA",T50,1993-06-29
ATT-001856,Patricia Williams,FL623938,FL,Active,10,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Phoenix, FL",T50,2015-06-24
ATT-001857,David Miller,FL320230,FL,Active,12,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Los Angeles, FL",Regional,2013-06-24
ATT-001858,David Thomas,TX464445,TX,Active,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, TX",T50,1995-06-29
ATT-001859,David Gonzalez,FL620190,FL,Active,7,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Chicago, FL",Regional,2018-06-23
ATT-001860,Elizabeth Martinez,FL407307,FL,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, FL",T50,2000-06-27
ATT-001861,Robert Rodriguez,PA137915,PA,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, PA",Regional,2012-06-24
ATT-001862,William Garcia,OH640984,OH,Active,26,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Houston, OH",T50,1999-06-28
ATT-001863,Patricia Rodriguez,MI706830,MI,Active,9,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Phoenix, MI",T50,2016-06-23
ATT-001864,Jennifer Jones,CA883453,CA,Active,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"New York, CA",T50,1986-07-01
ATT-001865,Linda Rodriguez,NY869184,NY,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",Regional,2019-06-23
ATT-001866,Mary Rodriguez,NY770082,NY,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",Regional,2002-06-27
ATT-001867,Linda Rodriguez,PA192390,PA,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Houston, PA",Regional,2000-06-27
ATT-001868,James Hernandez,FL368888,FL,Active,35,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, FL",Regional,1990-06-30
ATT-001869,Mary Gonzalez,PA501494,PA,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, PA",T14,1996-06-28
ATT-001870,Mary Rodriguez,PA198542,PA,Active,26,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, PA",Regional,1999-06-28
ATT-001871,Richard Williams,NY372863,NY,Active,7,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Chicago, NY",Regional,2018-06-23
ATT-001872,Linda Smith,NY336446,NY,Active,19,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, NY",T50,2006-06-26
ATT-001873,Patricia Martinez,FL185201,FL,Active,37,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, FL",T50,1988-06-30
ATT-001874,William Johnson,GA288253,GA,Active,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Houston, GA",Regional,1995-06-29
ATT-001875,Barbara Wilson,CA151917,CA,Inactive,11,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, CA",Regional,2014-06-24
